bear.year,bearID,year.rep,sex,birth.year,age,repro,dN15,dC13,mass,headcirc,capture.date,cortisol.kitcorrected,condition,fYEAR,year,pub.name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,number.cubs,periodwcubs,cubseparation,cub.age,mother,father,family.group,length.mat.care,n.LMC,litter.size,mean.offspring.condition
W0806_2012,W0806,2011,F,2007,5,SolitaryF,4.49,-22.818,67,54,41024,6.74,1.240740741,2011,2012,Kyllan,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0010,unknown,,n,5,,
W0813_2009,W0813,2008,F,2007,2,SolitaryF,4.13,-23.614,36,43,39919,11.15,0.837209302,2008,2009,Sillda,l,l,l,l,l,l,l,l,d,NA,NA,NA,0,NA,NA,NA,W9101,unknown,,n,5,,
W0814_2009,W0814,2008,F,2007,2,SolitaryF,3.67,-24.054,33,42,39919,10.48,0.785714286,2008,2009,Krugga,l,l,l,l,l,l,l,l,d,NA,NA,NA,0,NA,NA,NA,W9101,unknown,,n,5,,
W0818_2009,W0818,2008,F,2007,2,SolitaryF,3.34,-22.734,28,42,39930,9.59,0.666666667,2008,2009,Ellen,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0818_2011,W0818,2010,F,2007,4,SolitaryF,4.03,-22.26,48,50,40653,6.11,0.96,2010,2011,Ellen,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0818_2012,W0818,2011,F,2007,5,SolitaryF,4.3,-22.698,54.5,53,41026,6.01,1.028301887,2011,2012,Ellen,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0818_2013,W0818,2012,F,2007,6,SolitaryF,4.31,-22.786,69,57,41383,3.8,1.210526316,2012,2013,Ellen,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0820_2009,W0820,2008,F,2007,2,SolitaryF,3.66,-22.894,33,45,39930,12.95,0.733333333,2008,2009,Åsanissa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0820_2010,W0820,2009,F,2007,3,SolitaryF,4.1,-22.782,55,51,40351,12.34,1.078431373,2009,2010,Åsanissa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0820_2011,W0820,2010,F,2007,4,SolitaryF,4.14,-22.51,57,53.5,40653,7.69,1.065420561,2010,2011,Åsanissa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0820_2012,W0820,2011,F,2007,5,SolitaryF,4.26,-22.998,62,55,41026,4.79,1.127272727,2011,2012,Åsanissa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W0825_2009,W0825,2008,F,2007,2,SolitaryF,3.85,-23.254,23,43,39930,15.36,0.534883721,2008,2009,Galju,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0425,unknown,,n,5,,
W0825_2012,W0825,2011,F,2007,5,SolitaryF,4.11,-23.298,49.5,51,41023,6.06,0.970588235,2011,2012,Galju,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0425,unknown,,n,5,,
W0825_2013,W0825,2012,F,2007,6,SolitaryF,4.55,-23.516,58,53,41383,7.38,1.094339623,2012,2013,Galju,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0425,unknown,,n,5,,
W0904_2012,W0904,2011,F,2008,4,SolitaryF,4.99,-22.848,63,52,41025,4.39,1.211538462,2011,2012,Trulla,l,l,l,l,l,l,l,l,l,d,NA,NA,0,NA,NA,NA,W0229,unknown,,n,5,,
W1011_2013,W1011,2012,F,2009,4,SolitaryF,5.02,-22.876,55.5,53,41409,4.34,1.047169811,2012,2013,Lillunn,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0826,unknown,,n,5,,
W1017_2013,W1017,2012,F,2009,4,SolitaryF,4.73,-23.036,64,55,41383,4.93,1.163636364,2012,2013,Pässan,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,,n,5,,
W1110_2015,W1110,2014,F,2010,5,SolitaryF,4.67,-23.102,62.2,52.5,42115,4.7,1.184761905,2014,2015,Strandas,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0326,unknown,,n,5,,
W1203_2013,W1203,2012,F,2008,5,SolitaryF,4.42,-22.856,69,57,41408,3.11,1.210526316,2012,2013,Pengel,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,unknown,unknown,,n,5,,
W1209_2016,W1209,2015,F,2011,5,SolitaryF,4.56,-23.25,55,52,42488,8.57,1.057692308,2015,2016,Järpa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0716,unknown,,n,5,,
W1305_2016,W1305,2015,F,2012,4,SolitaryF,4.83,-23.09,72,55,42487,6.98,1.309090909,2015,2016,Flickran,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0303,unknown,,n,5,,
W1408_2016,W1408,2015,F,2013,3,SolitaryF,6.09,-23.66,81.6,55,42489,5.18,1.483636364,2015,2016,Misan,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0620,unknown,,n,5,,
W9208_1993,W9208,1992,F,1991,2,SolitaryF,3.87,-22.586,39.5,50,34082,3.6394,0.79,1992,1993,Barka,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8808,W8503,,n,5,,
W9307_1996,W9307,1995,F,1992,4,SolitaryF,4.47,-22.83,70,55,35168,3.7374,1.272727273,1995,1996,Tippa,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W8503,,n,5,,
W9310_1996,W9310,1995,F,1992,4,SolitaryF,4.68,-22.83,85,59,35165,3.0612,1.440677966,1995,1996,Sari,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9308,W8807,,n,5,,
W9403_1996,W9403,1995,F,1993,3,SolitaryF,3.96,-23.13,52,50,35178,3.6002,1.04,1995,1996,Grivla,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8808,W8607,,n,5,,
W9403_1997,W9403,1996,F,1993,4,SolitaryF,4.55,-22.558,77,54,35535,2.189,1.425925926,1996,1997,Grivla,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8808,W8607,,n,5,,
W9404_1996,W9404,1995,F,1993,3,SolitaryF,3.73,-22.67,68,53,35175,3.1396,1.283018868,1995,1996,Börrine,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9008,W9811,,n,5,,
W9504_1996,W9504,1995,F,1994,2,SolitaryF,4.52,-22.8,35,46.5,35187,3.757,0.752688172,1995,1996,Donna,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9308,W8807,,n,5,,
W9504_1997,W9504,1996,F,1994,3,SolitaryF,4.8,-22.798,76,NA,35611,3.4434,NA,1996,1997,Donna,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9308,W8807,,n,5,,
W9507_1996,W9507,1995,F,1994,2,SolitaryF,3.64,-23.2,28,42,35177,4.9428,0.666666667,1995,1996,Riga,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W8607,,n,5,,
W9507_1997,W9507,1996,F,1994,3,SolitaryF,4.36,-22.718,43,44,35549,3.2376,0.977272727,1996,1997,Riga,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W8607,,n,5,,
W9507_1998,W9507,1997,F,1994,4,SolitaryF,4.37,-22.726,65,54,35912,2.7672,1.203703704,1997,1998,Riga,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W8607,,n,5,,
W9507_1999,W9507,1998,F,1994,5,SolitaryF,4.74,-22.444,82,59,36262,3.3846,1.389830508,1998,1999,Riga,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8906,W8607,,n,5,,
W9601_1998,W9601,1997,F,1995,3,SolitaryF,4.87,-22.986,72,54,35893,3.0906,1.333333333,1997,1998,Jölla,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9003,unknown,,n,5,,
W9601_1997,W9601,1996,F,1995,2,SolitaryF,5.13,-22.628,41,46,35536,2.9926,0.891304348,1996,1997,Jölla,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9003,unknown,,n,5,,
W9602_1997,W9602,1996,F,1995,2,SolitaryF,5.12,-22.278,45,45,35536,2.3066,1,1996,1997,Myra,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9003,W0108,,n,5,,
W9605_1998,W9605,1997,F,1995,3,SolitaryF,6.16,-22.096,64,57,35912,2.434,1.122807018,1997,1998,Pila,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W8811,unknown,,n,5,,
W9806_1999,W9806,1998,F,1996,3,SolitaryF,4.54,-22.624,62,54,36261,4.5312,1.148148148,1998,1999,Femma,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W0121,W8607,,n,5,,
W9812_2000,W9812,1999,F,1997,3,SolitaryF,5.34,-22.602,63,55,36690,3.8648,1.145454545,1999,2000,Moa,l,l,l,l,l,l,l,l,D,NA,NA,NA,0,NA,NA,NA,W9308,W8807,,n,5,,
W9814_2001,W9814,2000,F,1997,4,SolitaryF,4.57,-22.8,67,54,37008,4.3254,1.240740741,2000,2001,Bella,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9308,W8807,,n,5,,
W9908_2000,W9908,1999,F,1998,2,SolitaryF,4.46,-22.512,51,49,36690,3.2964,1.040816327,1999,2000,Sussi,NA,NA,NA,NA,l,l,l,l,l,l,NA,NA,0,NA,NA,NA,W9003,unknown,,n,5,,
W9913_2002,W9913,2001,F,1998,4,SolitaryF,4.47,-22.558,90,57,37370,4.345,1.578947368,2001,2002,Strandli,l,l,l,l,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9404,W9311,,n,5,,
W0004_2000,W0004,1999,F,1994,6,WithCubs,4.62,-22.652,95,59,4/10/2000,5.0114,1.610169492,1999,2000,Öda,s,s,s,1,1,l,l,l,l,l,l,l,1,january-may,yes,1,95SS93,W9002,1,o,1,1,0.97826087
W0005_2000,W0005,1999,M,1999,1,WithMother,5.44,-22.822,45,46,4/10/2000,4.3646,0.97826087,1999,2000,Öda_k1:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0004,W8601,1,o,1,1,0.97826087
W0004_2004,W0004,2003,F,1994,10,WithCubs,4.02,-22.844,95,62,4/16/2004,6.34,1.532258065,2003,2004,Öda,s,s,s,2,s,2,2,l,l,l,l,l,2,january-july,yes,1,95SS93,W9002,3,o,1,2,0.607654146
W0408_2004,W0408,2003,M,2003,1,WithMother,4.56,-23.254,29,42.5,4/16/2004,8.66,0.682352941,2003,2004,Öda_k3:1,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0004,W9401,3,o,1,2,0.607654146
W0422_2004,W0422,2003,F,2003,1,WithMother,4.36,-23.154,27,40,4/20/2004,7.75,0.675,2003,2004,Jämta,m,m,m,m,m,m,m,l,l,l,l,l,0,NA,NA,NA,W0004,W9401,3,o,1,2,0.607654146
W0004_2006,W0004,2005,F,1994,12,WithCubs,4.47,-22.93,95,64,5/2/2006,5.913,1.484375,2005,2006,Öda,s,s,s,s,1,l,l,l,l,l,l,l,1,january-may,yes,1,95SS93,W9002,4,o,1,1,0.625
W0620_2006,W0620,2005,F,2005,1,WithMother,5.36,-22.99,25,40,5/2/2006,6.795,0.625,2005,2006,Tvåska,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0004,unknown,4,o,1,1,0.625
W0010_2006,W0010,2005,F,1999,7,WithCubs,4.37,-23.55,83,60,4/19/2006,8.1,1.383333333,2005,2006,Hirva,s,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,1,W9403,W9810,6,o,1,1,
W0010_2008,W0010,2007,F,1999,9,WithCubs,3.7,-22.656,81,58,4/23/2008,4.8252,1.396551724,2007,2008,Hirva,s,s,s,2,1,l,l,l,l,l,l,l,2,january-may,yes,1,W9403,W9810,7,o,1,2,0.38218111
W0806_2008,W0806,2007,F,2007,1,WithMother,4.14,-22.916,15,39.5,4/23/2008,4.345,0.379746835,2007,2008,Kyllan,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0010,unknown,7,o,1,2,0.38218111
W0807_2008,W0807,2007,M,2007,1,WithMother,4.3,-23.036,15,39,4/23/2008,10.2446,0.384615385,2007,2008,Hirva_k2:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0010,unknown,7,o,1,2,0.38218111
W0018_2005,W0018,2004,F,1999,6,WithCubs,4.27,-23.062,82,58,4/17/2005,5.1486,1.413793103,2004,2005,Tuva,s,s,s,1,s,s,l,l,l,l,l,l,1,january-june,yes,1,W9504,unknown,8,o,1,1,0.441558442
W0508_2005,W0508,2004,F,2004,1,WithMother,4.8,-23.042,17,38.5,4/17/2005,7.3242,0.441558442,2004,2005,Milla,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0018,unknown,8,o,1,1,0.441558442
W0107_2007,W0107,2006,F,2000,7,WithCubs,4.75,-22.798,85,65,4/20/2007,8.71,1.307692308,2006,2007,Akita,s,s,s,1,l,l,l,l,l,l,l,l,1,january-april,yes,1,W9003,unknown,15,o,1,1,
W0109_2002,W0109,2001,F,1994,8,WithCubs,3.81,-22.748,76,57,4/20/2002,4.8448,1.333333333,2001,2002,Loma,s,s,s,2,s,s,l,l,l,l,l,l,2,january-june,yes,1,W0121,W9002,17,o,1,2,0.439900427
W0208_2002,W0208,2001,F,2001,1,WithMother,3.9,-22.938,17,38,4/20/2002,5.4132,0.447368421,2001,2002,Snotta,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,17,o,1,2,0.439900427
W0209_2002,W0209,2001,F,2001,1,WithMother,4.3,-22.838,16,37,4/20/2002,5.6778,0.432432432,2001,2002,Lanna,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0109,W9701,17,o,1,2,0.439900427
W0109_2004,W0109,2003,F,1994,10,WithCubs,3.93,-23.404,87,62,4/17/2004,4.7664,1.403225806,2003,2004,Loma,s,s,s,2,s,l,l,l,l,d,NA,NA,2,january-may,yes,1,W0121,W9002,18,o,1,2,0.569230769
W0412_2004,W0412,2003,F,2003,1,WithMother,4.35,-23.524,21,39,4/17/2004,3.6002,0.538461538,2003,2004,Rönni,m,m,m,m,m,d,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,W0109,unknown,18,o,1,2,0.569230769
W0413_2004,W0413,2003,M,2003,1,WithMother,4.15,-23.504,24,40,4/17/2004,4.4528,0.6,2003,2004,Loma_k2:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0109,unknown,18,o,1,2,0.569230769
W0209_2007,W0209,2006,F,2001,6,WithCubs,4.75,-23.378,81,59,4/13/2007,7.97,1.372881356,2006,2007,Lanna,s,s,s,2,2,s,l,l,l,l,l,l,2,january-june,yes,1,W0109,W9701,19,o,1,2,
W0701_2007,W0701,2006,F,2006,1,WithMother,5.03,-23.338,20,NA,4/13/2007,9.56,NA,2006,2007,Kotta,m,m,m,m,m,m,l,l,d,NA,NA,NA,0,NA,NA,NA,W0209,unknown,19,o,1,2,
W0702_2007,W0702,2006,F,2006,1,WithMother,5.25,-23.378,19,NA,4/13/2007,9.94,NA,2006,2007,Bävra,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0209,unknown,19,o,1,2,
W0217_2011,W0217,2010,F,2001,10,WithCubs,4.5,-23.07,68,57,4/18/2011,15,1.192982456,2010,2011,Silina,s,s,s,1,1,s,1,l,l,l,l,l,1,january-july,yes,1,W9403,unknown,20,o,1,1,0.368421053
W1103_2011,W1103,2010,M,2010,1,WithMother,5.18,-23.41,14,38,4/18/2011,8.1,0.368421053,2010,2011,Kivi,m,m,m,m,m,m,l,l,l,l,l,l,NA,NA,NA,NA,W0217,unknown,20,o,1,1,0.368421053
W0229_2006,W0229,2005,F,1998,8,WithCubs,4.34,-22.96,89,60,4/21/2006,8.82,1.483333333,2005,2006,Unna,s,s,s,3,2,s,2,l,l,l,l,l,3,january-juli,yes,1,unknown,unknown,23,o,1,3,0.526315789
W0604_2006,W0604,2005,M,2005,1,WithMother,4.85,-23.34,NA,NA,4/21/2006,8.31,NA,2005,2006,Unna_k1:1,m,m,m,m,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0229,unknown,23,o,1,3,0.526315789
W0605_2006,W0605,2005,F,2005,1,WithMother,4.61,-23.38,20,38,4/21/2006,13.15,0.526315789,2005,2006,Sälga,m,m,m,m,m,m,m,m,l,l,l,l,0,NA,NA,NA,W0229,unknown,23,o,1,3,0.526315789
W0606_2006,W0606,2005,F,2005,1,WithMother,4.82,-23.17,20,38,4/21/2006,12.76,0.526315789,2005,2006,Våla,m,m,m,m,m,m,m,m,l,d,NA,NA,0,NA,NA,NA,W0229,unknown,23,o,1,3,0.526315789
W0234_2004,W0234,2003,F,1999,5,WithCubs,4.15,-23.314,74,56,4/15/2004,3.463,1.321428571,2003,2004,Hålla,s,s,s,2,s,s,l,l,l,l,d,NA,2,january-june,yes,1,unknown,unknown,28,o,1,2,0.486184211
W0406_2004,W0406,2003,M,2003,1,WithMother,4.5,-23.474,21,40,4/15/2004,3.6198,0.525,2003,2004,Hålla_k1:1,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0234,W9401,28,o,1,2,0.486184211
W0407_2004,W0407,2003,F,2003,1,WithMother,4.36,-23.504,17,38,4/15/2004,2.8946,0.447368421,2003,2004,Kuusi,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0234,W9401,28,o,1,2,0.486184211
W0236_2005,W0236,2004,F,1999,6,WithCubs,3.64,-23.062,91,59,4/27/2005,5.1682,1.542372881,2004,2005,Toxa,s,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,1,unknown,unknown,29,o,1,1,0.55
W0513_2005,W0513,2004,F,2004,1,WithMother,4.98,-23.012,22,40,4/27/2005,5.423,0.55,2004,2005,Syndre,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0236,unknown,29,o,1,1,0.55
W0237_2004,W0237,2003,F,1997,7,WithCubs,3.82,-22.954,93,61,4/19/2004,6.57,1.524590164,2003,2004,Lonahoa,s,s,s,2,2,2,l,l,l,l,l,l,2,january-june,yes,1,unknown,unknown,30,o,1,2,0.607142857
W0418_2004,W0418,2003,M,2003,1,WithMother,4.29,-23.134,27,42,4/19/2004,8.65,0.642857143,2003,2004,Lonahoa_k1:1,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0237,unknown,30,o,1,2,0.607142857
W0419_2004,W0419,2003,F,2003,1,WithMother,4.88,-22.924,22,38.5,4/19/2004,12.88,0.571428571,2003,2004,Göna,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,30,o,1,2,0.607142857
W0237_2010,W0237,2009,F,1997,13,WithCubs,3.49,-22.762,90,60.5,4/23/2010,16.8,1.487603306,2009,2010,Lonahoa,s,s,s,3,s,s,l,l,l,l,l,l,3,january-june,yes,1,unknown,unknown,31,o,1,3,0.421556854
W1015_2010,W1015,2009,M,2009,1,WithMother,3.97,-22.922,14,39,4/23/2010,9.34,0.358974359,2009,2010,Virkas,m,m,m,m,m,m,l,l,l,l,l,l,NA,NA,NA,NA,W0237,unknown,31,o,1,3,0.421556854
W1016_2010,W1016,2009,M,2009,1,WithMother,4.38,-22.932,18,39.5,4/23/2010,6.9,0.455696203,2009,2010,Rovena,m,m,m,m,m,m,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0237,unknown,31,o,1,3,0.421556854
W1017_2010,W1017,2009,F,2009,1,WithMother,4.29,-22.942,18,40,4/23/2010,7.9,0.45,2009,2010,Pässan,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0237,unknown,31,o,1,3,0.421556854
W0303_2011,W0303,2010,F,2002,9,WithCubs,4.62,-22.29,74,56,4/18/2011,7.03,1.321428571,2010,2011,Näcka,s,s,s,2,l,l,l,l,l,l,l,l,2,january-april,yes,1,W8906,W0012,32,o,1,2,0.466598092
W1101_2011,W1101,2010,M,2010,1,WithMother,4.56,-22.55,12,38,4/18/2011,8.52,0.315789474,2010,2011,Bäker,m,m,m,m,l,l,l,l,l,d,NA,NA,NA,NA,NA,NA,W0303,unknown,32,o,1,2,0.466598092
W1102_2011,W1102,2010,M,2010,1,WithMother,4.74,-22.51,15.5,39.5,4/18/2011,8.12,0.392405063,2010,2011,Slådå,m,m,m,m,NA,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0303,unknown,32,o,1,2,0.466598092
W1305_2013,W1305,2012,F,2012,1,WithMother,4.8,-23.096,21.5,36,4/29/2013,9.81,0.597222222,2012,2013,Flickran,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0303,unknown,32,o,1,2,0.466598092
W1306_2013,W1306,2012,M,2012,1,WithMother,4.83,-23.036,23,41,4/29/2013,8.84,0.56097561,2012,2013,Härkä,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0303,unknown,32,o,1,2,0.466598092
W0303_2013,W0303,2012,F,2002,11,WithCubs,4.2,-22.956,80,61,4/29/2013,14.51,1.31147541,2012,2013,Näcka,s,s,s,2,s,l,l,l,l,l,l,l,2,january-may,yes,1,W8906,W0012,33,o,1,2,
W0326_2011,W0326,2010,F,1993,18,WithCubs,4.4,-22.67,82,60,4/26/2011,12.36,1.366666667,2010,2011,Gälla,s,s,s,s,3,s,3,NA,NA,d,NA,NA,3,unknown,yes,1,unknown,unknown,36,o,1,3,0.375194742
W1108_2011,W1108,2010,M,2010,1,WithMother,4.54,-22.76,13.5,39,4/26/2011,13.37,0.346153846,2010,2011,Gälla_k3:1,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0326,unknown,36,o,1,3,0.375194742
W1109_2011,W1109,2010,M,2010,1,WithMother,4.53,-22.77,17,40,4/26/2011,11.99,0.425,2010,2011,Gälla_k3:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0326,unknown,36,o,1,3,0.375194742
W1110_2011,W1110,2010,F,2010,1,WithMother,4.51,-22.73,14,39.5,4/26/2011,12.01,0.35443038,2010,2011,Strandas,m,m,m,m,m,NA,NA,l,l,l,l,l,0,NA,NA,NA,W0326,unknown,36,o,1,3,0.375194742
W0425_2006,W0425,2005,F,2000,6,WithCubs,4.81,-23.16,72,57,4/23/2006,8.33,1.263157895,2005,2006,Komola,s,s,s,2,2,s,l,l,l,l,l,l,2,january-june,yes,1,W0325,W0012,37,o,1,2,0.428571429
W0611_2006,W0611,2005,F,2005,1,WithMother,4.91,-23.32,15,35,4/23/2006,10.22,0.428571429,2005,2006,Påska,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W0425,W0012,37,o,1,2,0.428571429
W0425_2008,W0425,2007,F,2000,8,WithCubs,4.23,-22.686,71,58,4/30/2008,9.5586,1.224137931,2007,2008,Komola,s,s,s,3,s,l,l,l,l,l,l,l,3,january-may,yes,1,W0325,W0012,38,o,1,3,0.309570285
W0823_2008,W0823,2007,F,2007,1,WithMother,4.5,-23.006,9.5,35,4/30/2008,5.57,0.271428571,2007,2008,Håva,m,m,m,m,m,d,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,W0425,unknown,38,o,1,3,0.309570285
W0824_2008,W0824,2007,M,2007,1,WithMother,4.59,-22.926,12.5,37,4/30/2008,4.5998,0.337837838,2007,2008,Gerko,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0425,unknown,38,o,1,3,0.309570285
W0825_2008,W0825,2007,F,2007,1,WithMother,4.51,-22.606,11.5,36,4/30/2008,5.1878,0.319444444,2007,2008,Galju,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0425,unknown,38,o,1,3,0.309570285
W0425_2011,W0425,2010,F,2000,11,WithCubs,4.18,-22.93,65.4,57,4/27/2011,9.74,1.147368421,2010,2011,Komola,s,s,s,1,1,l,l,l,l,l,l,l,1,january-may,yes,1,W0325,W0012,39,o,1,1,0.222222222
W1111_2011,W1111,2010,F,2010,1,WithMother,4.41,-23.03,8,36,4/27/2011,11.45,0.222222222,2010,2011,Komola_k3:3,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,W0425,unknown,39,o,1,1,0.222222222
W0425_2013,W0425,2012,F,2000,13,WithCubs,4.65,-23.556,76,59,5/22/2013,10.86,1.288135593,2012,2013,Komola,s,s,s,s,3,2,l,l,l,l,l,l,3,january-june,yes,1,W0325,W0012,40,o,1,3,0.402412281
W1315_2013,W1315,2012,F,2012,1,WithMother,4.61,-22.976,15,38,5/22/2013,8.01,0.394736842,2012,2013,Roudina,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W0425,unknown,40,o,1,3,0.402412281
W1316_2013,W1316,2012,M,2012,1,WithMother,4.52,-23.086,17,40,5/22/2013,9.81,0.425,2012,2013,Token,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0425,unknown,40,o,1,3,0.402412281
W1317_2013,W1317,2012,M,2012,1,WithMother,4.7,-23.166,15.5,40,5/22/2013,7.77,0.3875,2012,2013,Silå,m,m,m,m,m,l,l,l,l,l,l,l,NA,NA,NA,NA,W0425,unknown,40,o,1,3,0.402412281
W0517_2011,W0517,2010,F,2001,10,WithCubs,4.26,-22.17,58,54,4/26/2011,11.05,1.074074074,2010,2011,Balsa,s,s,s,2,2,l,l,l,l,l,l,l,2,january-may,yes,1,unknown,unknown,42,o,1,2,0.27991453
W1106_2011,W1106,2010,F,2010,1,WithMother,4.66,-22.49,10,36,4/26/2011,14.14,0.277777778,2010,2011,Välinga,m,m,m,m,m,l,l,l,l,l,d,NA,0,NA,NA,NA,W0517,unknown,42,o,1,2,0.27991453
W1107_2011,W1107,2010,M,2010,1,WithMother,4.43,-22.49,11,39,4/26/2011,9.8,0.282051282,2010,2011,Balsa_k3:2,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W0517,unknown,42,o,1,2,0.27991453
W0620_2012,W0620,2011,F,2005,7,WithCubs,4.42,-22.858,79,63,5/3/2012,8,1.253968254,2011,2012,Tvåska,s,s,s,s,1,NA,NA,NA,NA,NA,l,l,1,unknown,yes,1,W0004,unknown,45,o,1,1,0.476190476
W1207_2012,W1207,2011,M,2011,1,WithMother,5.38,-23.478,20,42,5/3/2012,10.11,0.476190476,2011,2012,Linde,m,m,m,m,m,NA,NA,NA,NA,l,l,l,NA,NA,NA,NA,W0620,unknown,45,o,1,1,0.476190476
W0621_2013,W0621,2012,F,2005,8,WithCubs,4.21,-23.176,86,62,4/30/2013,27.41,1.387096774,2012,2013,Stöa,s,s,s,2,1,s,s,s,s,l,l,l,2,january-october,yes,1,W9913,W0424,47,o,1,2,0.455339486
